Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Alexandria - Aleda Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx_81_sea_blue__ls.jpg",,,,,,,,,,,,,,,
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,"2'6"" x 10'3"" Rectangular runner",199.99,95.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx_81_sea_blue_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Alexandria - Aleda Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/0/218595/ws_alx-81_4.jpg",,,,,,,,,,,,,,,
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,4' x 6' Rectangular,191.99,91.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue_as.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Alexandria - Aleda Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue_cs.jpg",,,,,,,,,,,,,,,
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,"5'1"" x 7'6"" Rectangular",299.99,143.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue_ds.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Alexandria - Aleda Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx_81_sea_blue.jpg",,,,,,,,,,,,,,,
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,"6'7"" x 6'7"" Round",342.99,163.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx_81_sea_blue_2x6.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Alexandria - Aleda Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx81_seablue_oval.jpg",,,,,,,,,,,,,,,
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,"7'9"" x 9'9"" Rectangular",579.99,279.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx81_seablue_oval.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Alexandria - Aleda Area Rug,"<div class=""product-overview-data"">
<p>Elevate the look of your living room or add comfort in your bedroom with this exceptional area rug. Contemporary farmhouse and updated oriental designs in deep, bold colors allow this rug to work beautifully in a variety of home settings. Made in Turkey of soft, durable polypropylene, this affordable rug will last for years to come.</p>
</div>",Amer Rugs,Color,Sea Blue ,Size,"8'9"" x 11'9"" Rectangular",799.99,383.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alexandria_alx81_seablue_oval.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17382/136034/218595/ws_alx-81_sea_blue.jpg",1.0,Aleda,Sea Blue (ALX-81),Traditional / Oriental,100% Polypropylene,Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,Also in shapes other than rectangle
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Blue, Orange, Green ",Size,2' x 3' Rectangular,57.99,27.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue.jpg",1.0,Maldova,"Blue, Orange, Green (BHM-7)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Blue, Orange, Green ",Size,"5'1"" x 7'6"" Rectangular",359.99,171.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_1.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue.jpg",1.0,Maldova,"Blue, Orange, Green (BHM-7)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_2.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Blue, Orange, Green ",Size,"7'9"" x 9'9"" Rectangular",719.99,343.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue.jpg",1.0,Maldova,"Blue, Orange, Green (BHM-7)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_4.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Blue, Orange, Green ",Size,"8'9"" x 11'9"" Rectangular",969.99,463.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229531/ws_bhm-7blue.jpg",1.0,Maldova,"Blue, Orange, Green (BHM-7)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Ivory, Orange, Blue ",Size,2' x 3' Rectangular,57.99,27.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8_beige_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige.jpg",1.0,Maldova,"Ivory, Orange, Blue (BHM-8)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Ivory, Orange, Blue ",Size,"5'1"" x 7'6"" Rectangular",359.99,171.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige.jpg",1.0,Maldova,"Ivory, Orange, Blue (BHM-8)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_1.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Ivory, Orange, Blue ",Size,"7'9"" x 9'9"" Rectangular",719.99,343.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_2.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige.jpg",1.0,Maldova,"Ivory, Orange, Blue (BHM-8)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_3.jpg",,,,,,,,,,,,,,,
Bohemian - Maldova Area Rug,"<div class=""product-overview-data"">
<p><p>Medallions and florals grant timeless elegance to our Amer Rugs Bohemian Indoor/Outdoor Maldova area rug while its synthetic construction provides a must-have mix of comfort and resilience for today's busy homes.</p><ul><li>Meet the hustle and bustle of any space with the confidence of this rug's synthetic construction, which makes it incredibly durable and surprisingly soft. </li><li> Transitional and global elements mingle on this stylish floor covering, creating the kind of everyday refinement that's suited for casual or formal spaces. </li><li> For comfort and resilience, this transitional rug is power-loomed into a plush pile of hard-wearing polypropylene. </li><li> Press firmly with a clean cloth to immediately remove any spills or stains.</li></ul></p>
</div>",Amer Rugs,Color,"Ivory, Orange, Blue ",Size,"8'9"" x 11'9"" Rectangular",969.99,463.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige.jpg",1.0,Maldova,"Ivory, Orange, Blue (BHM-8)",Bohemian,100% Polypropylene,Machine-Made,"1⁄3"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Bohemian - Maldova Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18933/142577/229532/ws_bhm-8beige_5.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Ivory ,Size,3' x 5' Rectangular,264.99,127.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_hs.jpg",1.0,Aralia,Ivory (ARI-05),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Artifacts - Aralia Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_hs.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Ivory ,Size,5' x 8' Rectangular,714.99,343.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_newls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_hs.jpg",1.0,Aralia,Ivory (ARI-05),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Artifacts - Aralia Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/232536/ws_ari-5_ivory_bs.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Red ,Size,3' x 5' Rectangular,264.99,127.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_red_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_hs.jpg",1.0,Aralia,Red (ARI-06),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Artifacts - Aralia Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_hs.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Red ,Size,5' x 8' Rectangular,714.99,343.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_bs.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_hs.jpg",1.0,Aralia,Red (ARI-06),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Artifacts - Aralia Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_cs.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Red ,Size,8' x 10' Rectangular,"1,424.99",683.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_ds.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_hs.jpg",1.0,Aralia,Red (ARI-06),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Artifacts - Aralia Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_as.jpg",,,,,,,,,,,,,,,
Artifacts - Aralia Area Rug,"<div class=""product-overview-data"">
<p><p>From the strong flat-woven loom construction to the bold geometric shapes, the Aralia area rug reflects a vibrant history of Southwestern rug design. The Artifacts collection from Amer Rugs transforms 100% premium wool into versatile accents that let you celebrate this regional style wherever you are.</p><ul><li>Rich hues give this piece a sharp modern twist, while decorative fringes soften the look for a touch of rustic appeal.</li><li> Use this Southwestern area rug to bolster the color profile of your favorite space - the durable construction offers endless placement options. </li><li> Flat-woven area rugs offer several distinct benefits that differ from their knotted counterparts. This premium wool rug is reversible for even wear, low-profile to aid door clearance, and lightweight for easy handling.</li><li> Avoid using hot water on wool rugs. Instead, opt for spot treatment with cold water to reduce the risk of shrinkage.</li><li> Made in India.</li></ul></p>
</div>",Amer Rugs,Color,Red ,Size,9' x 12' Rectangular,"1,904.99",919.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_zs.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/17383/139159/223417/ws_ari-6_hs.jpg",1.0,Aralia,Red (ARI-06),Southwestern,100% Wool,Flat-Woven,"1⁄4"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
